"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200099974","CZ STUDIO LOOK LL ST1 2019 3UN","UNI","P0132156011","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","STUDIO LOOK","STUDIO LOOK","1202036027027","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/LIQUIDO","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Maquillaje","Labios","Color","Liquido","","","Varios","","Lapiz Labial","Sin Asignar","Femenino","","Mar","Sin Asignar","","Lapiz Labial","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099975","CZ STUDIO LOOK LL ST2 2019 3UN","UNI","P0132156012","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","STUDIO LOOK","STUDIO LOOK","1202036027027","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/LIQUIDO","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Maquillaje","Labios","Color","Liquido","","","Varios","","Lapiz Labial","Sin Asignar","Femenino","","Mar","Sin Asignar","","Lapiz Labial","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099976","CZ STUDIO LOOK LL ST2 2019 3UN","UNI","P0132156013","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","STUDIO LOOK","STUDIO LOOK","1202036027027","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/LIQUIDO","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Maquillaje","Labios","Color","Liquido","","","Varios","","Lapiz Labial","Sin Asignar","Femenino","","Mar","Sin Asignar","","Lapiz Labial","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099971","ES SET EXPRESS EDP+LL HID C17","UNI","P0008019022","0101","Fragancias","Cosmeticos","02010100010009","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0009","ESTUCHE","","","","","","","","","","EXPRESSION / DREAMS","EXPRESSION / DREAMS","1101165056999","FRAGANCIAS/DAMAS/ESTUCHES/VARIOS","01","FRAGANCIAS","165","DAMAS","056","ESTUCHES","999","VARIOS","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Fragancias","","No Aplica Estuches","No Aplica Estuches","","No Aplica Estuches","","","Perfumes Femeninos","Estuche","Femenino","","","Sin Asignar","","Estuche","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099972","ES SET EXP SENS EDP+MEGA F C17","UNI","P0223019006","0101","Fragancias","Cosmeticos","02010100010009","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0009","ESTUCHE","","","","","","","","","","EXPRESSION SENS","EXPRESSION SENS","1101165056999","FRAGANCIAS/DAMAS/ESTUCHES/VARIOS","01","FRAGANCIAS","165","DAMAS","056","ESTUCHES","999","VARIOS","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Fragancias","","No Aplica Estuches","No Aplica Estuches","","No Aplica Estuches","","","Perfumes Femeninos","Estuche","Femenino","","","Sin Asignar","","Estuche","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099973","ES SET EXPR COL+RAD LL LIQNC17","UNI","P0350019002","0101","Fragancias","Cosmeticos","02010100010009","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0009","ESTUCHE","","","","","","","","","","ES FLK INSPIRA","EXPRESSION COLORS","1101165056999","FRAGANCIAS/DAMAS/ESTUCHES/VARIOS","01","FRAGANCIAS","165","DAMAS","056","ESTUCHES","999","VARIOS","","","","","0.000","0.000","0.000","0.000","0.000","MM","CM3","G","Fragancias","","No Aplica Estuches","No Aplica Estuches","","No Aplica Estuches","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Estuche","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210090074","FI PRINCESS SOPHIE PEN","UNI","P0591344073","020101","Aretes","Accesorios","020201","02","ESIKA","0201","BIJOUTERIE","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2021505101406","BIJOUTERIE/NI#AS/TWEENS/ARETES/ORO CON EPOXICO","21","BIJOUTERIE","505","NI#AS","101","TWEENS","406","ARETES/ORO CON EPOXICO","","","","","55.000","76.000","104.500","7.410","25.000","MM","CM3","G","Bijouterie","","","","","","","","","","","Niñas","","","","Aretes","","","Brillante","","","","","Estuche Coleccion","","","","","","Rosado","","","","","","","","","","","","","","","","","","Cristales","Esmalte/Epóxico","","","","PRINCESS SOPHIE","","","","","","","Pasador Francés","Pendiente Corto","","","No Aplica","","","","Oro","","","","","","No"
"SAP","220042361","PULSERA JALISCO  2019 MX","UNI","P0976267007","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.000","2.000","0.080","40.000","2.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042362","CELULAR HUEWEI P20","UNI","P0976267008","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.000","72.000","73.584","150.000","146.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042363","CHROMECAST 3","UNI","P0976267009","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.000","520.000","3619.200","400.000","580.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042364","LAPTOP LENOVO 14""","UNI","P0976267010","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.000","476.000","2932.160","1900.000","308.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
